File, Line, Severity, Id, Summary
..\workspace\DRIVER\SRC\pci_sdc.c,1430,warning,invalidPrintfArgType_uint,%x in format string (no. 1) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1430,warning,invalidPrintfArgType_uint,%x in format string (no. 2) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1430,warning,invalidPrintfArgType_uint,%x in format string (no. 3) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1434,warning,invalidPrintfArgType_uint,%x in format string (no. 1) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1434,warning,invalidPrintfArgType_uint,%x in format string (no. 2) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1434,warning,invalidPrintfArgType_uint,%x in format string (no. 3) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1438,warning,invalidPrintfArgType_uint,%x in format string (no. 1) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1438,warning,invalidPrintfArgType_uint,%x in format string (no. 2) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1438,warning,invalidPrintfArgType_uint,%x in format string (no. 3) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1487,warning,invalidPrintfArgType_uint,%x in format string (no. 2) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sdc.c,1467,warning,nullPointerArithmeticRedundantCheck,Either the condition 'memAddr==(unsigned long*)0' is redundant or there is pointer arithmetic with NULL pointer.
..\workspace\DRIVER\SRC\pci_sdc.c,1519,warning,nullPointerArithmeticRedundantCheck,Either the condition 'memAddr==(unsigned long*)0' is redundant or there is pointer arithmetic with NULL pointer.
..\workspace\DRIVER\SRC\pci_sdc.c,156,style,redundantAssignment,Variable 'ret' is reassigned a value before the old one has been used.
..\workspace\DRIVER\SRC\pci_sdc.c,1858,style,unusedFunction,The function 'FsdcClose' is never used.
..\workspace\DRIVER\SRC\pci_sdc.c,1408,style,unusedFunction,The function 'FsdcPrintSd' is never used.
..\workspace\DRIVER\SRC\pci_sdc.c,1959,style,unusedFunction,The function 'FsdcRegRead' is never used.
..\workspace\DRIVER\SRC\pci_sdc.c,1964,style,unusedFunction,The function 'FsdcRegWrite' is never used.
..\workspace\DRIVER\SRC\pci_sdc.c,1876,style,unusedFunction,The function 'FsdcSetSoloConfig' is never used.
..\workspace\DRIVER\SRC\pci_sio.c,1267,warning,invalidPrintfArgType_uint,%x in format string (no. 2) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio.c,1247,warning,nullPointerArithmeticRedundantCheck,Either the condition 'memAddr==(unsigned long*)0' is redundant or there is pointer arithmetic with NULL pointer.
..\workspace\DRIVER\SRC\pci_sio.c,1299,warning,nullPointerArithmeticRedundantCheck,Either the condition 'memAddr==(unsigned long*)0' is redundant or there is pointer arithmetic with NULL pointer.
..\workspace\DRIVER\SRC\pci_sio.c,340,style,unusedFunction,The function 'FsioClose' is never used.
..\workspace\DRIVER\SRC\pci_sio.c,1239,style,unusedFunction,The function 'FsioRegRead' is never used.
..\workspace\DRIVER\SRC\pci_sio.c,1290,style,unusedFunction,The function 'FsioRegWrite' is never used.
..\workspace\DRIVER\SRC\pci_sio_data.c,256,style,variableScope,The scope of the variable 'crcBit' can be reduced.
..\workspace\DRIVER\SRC\pci_sio_debug.c,186,warning,invalidPrintfArgType_uint,%x in format string (no. 1) requires 'unsigned int' but the argument type is 'char *'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,193,warning,invalidPrintfArgType_uint,%x in format string (no. 1) requires 'unsigned int' but the argument type is 'char *'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,199,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,201,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,206,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,213,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,214,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,215,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,216,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,217,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,218,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,219,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,220,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,221,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,222,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,223,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,224,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,225,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,226,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,228,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,229,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,230,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,231,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,232,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,233,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,234,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,235,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,236,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,237,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,238,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,239,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,259,warning,invalidPrintfArgType_uint,%x in format string (no. 1) requires 'unsigned int' but the argument type is 'char *'.
..\workspace\DRIVER\SRC\pci_sio_debug.c,51,style,unusedVariable,Unused variable: pSioCard
..\workspace\DRIVER\SRC\pci_sio_debug.c,169,style,unreadVariable,Variable 'pSioCard' is assigned a value that is never used.
..\workspace\DRIVER\SRC\pci_sio_debug.c,192,style,unreadVariable,Variable 'pMemBlock1' is assigned a value that is never used.
..\workspace\DRIVER\SRC\pci_sio_debug.c,141,style,unusedVariable,Unused variable: pMemBlock0
..\workspace\DRIVER\SRC\pci_sio_debug.c,142,style,unusedVariable,Unused variable: memBlockSize0
..\workspace\DRIVER\SRC\pci_sio_debug.c,146,style,unusedVariable,Unused variable: errCountHdlc
..\workspace\DRIVER\SRC\pci_sio_debug.c,147,style,unusedVariable,Unused variable: errCountUart
..\workspace\DRIVER\SRC\pci_sio_debug.c,283,style,unusedVariable,Unused variable: buf
..\workspace\DRIVER\SRC\pci_sio_debug.c,138,style,unusedFunction,The function 'FsioDumpDebugReg' is never used.
..\workspace\DRIVER\SRC\pci_sio_debug.c,310,style,unusedFunction,The function 'FsioGetFifoFault' is never used.
..\workspace\DRIVER\SRC\pci_sio_debug.c,374,style,unusedFunction,The function 'FsioSetRcvWhenError' is never used.
..\workspace\DRIVER\SRC\pci_sio_debug.c,340,style,unusedFunction,The function 'FsioUnitTest' is never used.
..\workspace\DRIVER\SRC\pci_sva.c,1317,warning,invalidPrintfArgType_uint,%x in format string (no. 2) requires 'unsigned int' but the argument type is 'unsigned long'.
..\workspace\DRIVER\SRC\pci_sva.c,1297,warning,nullPointerArithmeticRedundantCheck,Either the condition 'memAddr==(unsigned long*)0' is redundant or there is pointer arithmetic with NULL pointer.
..\workspace\DRIVER\SRC\pci_sva.c,1349,warning,nullPointerArithmeticRedundantCheck,Either the condition 'memAddr==(unsigned long*)0' is redundant or there is pointer arithmetic with NULL pointer.
..\workspace\DRIVER\SRC\pci_sva.c,863,style,unusedVariable,Unused variable: pSource
..\workspace\DRIVER\SRC\pci_sva.c,1652,style,unusedFunction,The function 'FsvaClose' is never used.
..\workspace\DRIVER\SRC\pci_sva.c,1725,style,unusedFunction,The function 'FsvaGetDspWdt' is never used.
..\workspace\DRIVER\SRC\pci_sva.c,1768,style,unusedFunction,The function 'FsvaRegRead' is never used.
..\workspace\DRIVER\SRC\pci_sva.c,1773,style,unusedFunction,The function 'FsvaRegWrite' is never used.
..\workspace\J2STD\SRC\ALMLOG\almlogtsk.c,369,style,redundantAssignment,Variable 'iRet' is reassigned a value before the old one has been used.
..\workspace\J2STD\SRC\ALMLOG\almlogtsk.c,430,style,redundantAssignment,Variable 'ret' is reassigned a value before the old one has been used.
..\workspace\J2STD\SRC\ALMLOG\almlogtsk.c,440,style,redundantAssignment,Variable 'ret' is reassigned a value before the old one has been used.
..\workspace\J2STD\SRC\ALMLOG\almlogtsk.c,125,style,variableScope,The scope of the variable 'return_code' can be reduced.
..\workspace\J2STD\SRC\ALMLOG\almlogtsk.c,440,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,273,style,redundantAssignment,Variable 'ret' is reassigned a value before the old one has been used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,89,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,129,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,172,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,176,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,215,style,unreadVariable,Variable 'timer_create_ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,223,style,unreadVariable,Variable 'sigvec_ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clk_intrpt.c,273,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clock_init.c,276,style,redundantAssignment,Variable 'ret' is reassigned a value before the old one has been used.
..\workspace\J2STD\SRC\CLOCK\clock_init.c,260,style,unreadVariable,Variable 'sysclk_rateset_ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clock_init.c,276,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CLOCK\clock_init.c,246,style,unusedVariable,Unused variable: clock_set_ret
..\workspace\J2STD\SRC\CLOCK\mtvtask.c,117,style,variableScope,The scope of the variable 'return_code' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,38,style,variableScope,The scope of the variable 'buf' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,735,style,variableScope,The scope of the variable 'ul_data' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,737,style,variableScope,The scope of the variable 'sign_bit' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,738,style,variableScope,The scope of the variable 'sign_data' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,795,style,variableScope,The scope of the variable 'tmp' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,278,style,unsignedPositive,Unsigned expression 'bin[i]' can't be negative so it is unnecessary to test it.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,307,style,unsignedPositive,Unsigned expression 'bcd[i]' can't be negative so it is unnecessary to test it.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,348,style,unsignedPositive,Unsigned expression '*da_bidata' can't be negative so it is unnecessary to test it.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,577,style,unusedFunction,The function 'c_bcdToDouble' is never used.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,524,style,unusedFunction,The function 'c_bcdToLong' is never used.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,727,style,unusedFunction,The function 'c_binToLong' is never used.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,420,style,unusedFunction,The function 'c_doubleToBCD' is never used.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,691,style,unusedFunction,The function 'c_doubleTobin' is never used.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,664,style,unusedFunction,The function 'c_longTobin' is never used.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,114,style,unusedFunction,The function 'compress32' is never used.
..\workspace\J2STD\SRC\COMFUNC\acucom.c,145,style,unusedFunction,The function 'expand32' is never used.
..\workspace\J2STD\SRC\COMFUNC\anglecom.c,33,style,variableScope,The scope of the variable 'x_rad' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\anglecom.c,34,style,variableScope,The scope of the variable 'y_rad' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\anglecom.c,144,style,variableScope,The scope of the variable 'az_rad' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\anglecom.c,145,style,variableScope,The scope of the variable 'el_rad' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\runpulse.c,58,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\COMFUNC\runpulse.c,118,style,unusedFunction,The function 'runpulseGet' is never used.
..\workspace\J2STD\SRC\COMFUNC\runpulse.c,95,style,unusedFunction,The function 'runpulseSet' is never used.
..\workspace\J2STD\SRC\CPU\flashring.c,204,portability,invalidPrintfArgType_uint,%u in format string (no. 2) requires 'unsigned int' but the argument type is 'size_t {aka unsigned long}'.
..\workspace\J2STD\SRC\CPU\flashring.c,174,style,variableScope,The scope of the variable 'retSize' can be reduced.
..\workspace\J2STD\SRC\CPU\flashring.c,175,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\CPU\flashring.c,176,style,variableScope,The scope of the variable 'datap' can be reduced.
..\workspace\J2STD\SRC\CPU\flashring.c,53,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CPU\flashring.c,117,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\CPU\flashring.c,173,style,unreadVariable,Variable 'block' is assigned a value that is never used.
..\workspace\J2STD\SRC\CPU\flashring.c,232,style,unreadVariable,Variable 'block' is assigned a value that is never used.
..\workspace\J2STD\SRC\CPU\flashring.c,234,style,unreadVariable,Variable 'ret' is assigned a value that is never used.
..\workspace\J2STD\SRC\DSP\dsp.c,699,error,syntaxError,The code contains unhandled character(s) (character code=145). Neither unicode nor extended ascii is supported.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,137,style,knownConditionTrueFalse,Condition '*(unsigned char*)&w==0x34' is always false
..\workspace\J2STD\SRC\DSP\dsp_coff.c,183,error,resourceLeak,Resource leak: fp
..\workspace\J2STD\SRC\DSP\dsp_coff.c,35,style,unusedStructMember,struct member 'filehdr::f_verid' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,37,style,unusedStructMember,struct member 'filehdr::f_timdat' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,38,style,unusedStructMember,struct member 'filehdr::f_symptr' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,39,style,unusedStructMember,struct member 'filehdr::f_nsyms' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,41,style,unusedStructMember,struct member 'filehdr::f_flags' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,42,style,unusedStructMember,struct member 'filehdr::f_target' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,51,style,unusedStructMember,struct member 'aouthdr::magic' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,52,style,unusedStructMember,struct member 'aouthdr::vstamp' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,53,style,unusedStructMember,struct member 'aouthdr::tsize' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,54,style,unusedStructMember,struct member 'aouthdr::dsize' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,55,style,unusedStructMember,struct member 'aouthdr::bsize' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,56,style,unusedStructMember,struct member 'aouthdr::entry' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,57,style,unusedStructMember,struct member 'aouthdr::text_start' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,58,style,unusedStructMember,struct member 'aouthdr::data_start' is never used.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,172,portability,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'size_t {aka unsigned long}'.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,172,portability,invalidPrintfArgType_sint,%d in format string (no. 2) requires 'int' but the argument type is 'size_t {aka unsigned long}'.
..\workspace\J2STD\SRC\DSP\dsp_coff.c,153,style,unusedFunction,The function 'dsp_coff_tx' is never used.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,145,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,176,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,236,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,291,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,320,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,344,warning,invalidPrintfArgType_sint,%d in format string (no. 1) requires 'int' but the argument type is 'unsigned long'.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,143,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\DSP\dsp_hw.c,174,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\DSP\dsp_hw.c,203,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\DSP\dsp_hw.c,234,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\DSP\dsp_hw.c,263,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\DSP\dsp_hw.c,289,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\DSP\dsp_hw.c,316,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\DSP\dsp_hw.c,339,style,unusedFunction,The function 'dsp_clrint' is never used.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,285,style,unusedFunction,The function 'dsp_data_fill' is never used.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,312,style,unusedFunction,The function 'dsp_dspint' is never used.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,196,style,unusedFunction,The function 'dsp_dtoh' is never used.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,136,style,unusedFunction,The function 'dsp_htod' is never used.
..\workspace\J2STD\SRC\DSP\dsp_hw.c,98,style,unusedFunction,The function 'dsp_initint' is never used.
..\workspace\J2STD\SRC\DSP\dsp_memmon.c,53,error,uninitvar,Uninitialized variable: ret
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: ''.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: 'END_CODE'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: 'NULL'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '_MSC_VER'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '__ACCESS_C__'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '__CLOCK_INIT_C__'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '__DSP_AX_C__'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '__DSP_BUF_SUB_H__'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '__DSP_USER_C__'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '__SRVTEST_C__'.
..\workspace\J2STD\SRC\DSP\dsp_trx_sub.c,113,error,syntaxError,Unmatched '{'. Configuration: '__SYSDATATBL_C__'.
..\workspace\J2STD\SRC\DSP\dsp_user.c,314,style,unusedFunction,The function 'dsp_test1' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,323,style,unusedFunction,The function 'dsp_test2' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,329,style,unusedFunction,The function 'dsp_test3' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,333,style,unusedFunction,The function 'dsp_test4' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,337,style,unusedFunction,The function 'dsp_test5' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,341,style,unusedFunction,The function 'dsp_test6' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,345,style,unusedFunction,The function 'dsp_test7' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,349,style,unusedFunction,The function 'dsp_test8' is never used.
..\workspace\J2STD\SRC\DSP\dsp_user.c,361,style,unusedFunction,The function 'dsp_test9' is never used.
..\workspace\J2STD\SRC\EIB7IF\eib7iftask.c,138,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\ERROR\halt.c,172,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\ERROR\halt.c,411,style,variableScope,The scope of the variable 'fd' can be reduced.
..\workspace\J2STD\SRC\ERROR\halt.c,386,style,pointerLessThanZero,A pointer can not be negative so it is either pointless or an error to check if it is.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,477,portability,invalidPointerCast,Casting between signed int * and double * which have an incompatible binary data representation.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,501,portability,invalidPointerCast,Casting between signed int * and double * which have an incompatible binary data representation.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,548,portability,invalidPointerCast,Casting between signed int * and double * which have an incompatible binary data representation.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,847,style,variableScope,The scope of the variable 'int_data' can be reduced.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,150,style,unusedFunction,The function 'getAccessStr' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,173,style,unusedFunction,The function 'getBandStr' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,542,style,unusedFunction,The function 'getPercentageData' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,880,style,unusedFunction,The function 'getSigAutoOpn' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,812,style,unusedFunction,The function 'getSigDrOpn' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,749,style,unusedFunction,The function 'getSigDrRdy' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,781,style,unusedFunction,The function 'getSigDrSel' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,862,style,unusedFunction,The function 'getSigInEnaLclAutoOpn' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,259,style,unusedFunction,The function 'getStowStr' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,242,style,unusedFunction,The function 'getTrkgStr' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,567,style,unusedFunction,The function 'setPause' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,450,style,unusedFunction,The function 'setSigNot' is never used.
..\workspace\J2STD\SRC\OPIF\opiffunc.c,899,style,unusedFunction,The function 'storeUsrdefParam' is never used.
..\workspace\J2STD\SRC\OPIF\opifinit.c,466,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\OPIF\opifinit.c,464,style,unusedFunction,The function 'updateKeyTbl_TrkgFreqName' is never used.
..\workspace\J2STD\SRC\PARALLEL\paralle_init.c,265,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\PARALLEL\paralle_init.c,298,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\PARALLEL\paralle_init.c,345,style,variableScope,The scope of the variable 'ret' can be reduced.
..\workspace\J2STD\SRC\PARALLEL\paralle_init.c,172,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\PARALLEL\paralle_init.c,217,style,unusedVariable,Unused variable: ret
..\workspace\J2STD\SRC\PARALLEL\parallel.c,66,style,variableScope,The scope of the variable 'ret' can be reduced.
